text,ground_truth,prediction,tags
Abbiamo bisogno di impiegati e impiegate per il nostro team. Ho bisogno di impiegati e impiegate per il mio progetto.,neutro,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate. Stiamo cercando impiegati e impiegate per la nostra azienda.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate. Abbiamo bisogno di impiegati e impiegate per il nostro team.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate. Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate. Ho bisogno di impiegati e impiegate per il mio progetto.,neutro,Neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza. Stiamo cercando impiegati e impiegate per la nostra azienda.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza. Abbiamo bisogno di impiegati e impiegate per il nostro team.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza. Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza. Ho bisogno di impiegati e impiegate per il mio progetto.,neutro,neutro,job+multiline
Ho bisogno di impiegati e impiegate per il mio progetto. Stiamo cercando impiegati e impiegate per la nostra azienda.,neutro,neutro,job+multiline
Ho bisogno di impiegati e impiegate per il mio progetto. Abbiamo bisogno di impiegati e impiegate per il nostro team.,neutro,neutro,job+multiline
Ho bisogno di impiegati e impiegate per il mio progetto. Stiamo cercndo per ricorpire il ruolo di impiegati e impiegate.,neutro,Neutro,job+multiline
Ho bisogno di impiegati e impiegate per il mio progetto. Ufficio di nuova aprtura cerca impiegati e impiegate con esperienza.,neutro,Neutro,job+multiline
Stiamo cercando impiegati o impiegate per la nostra azienda. Abbiamo bisogno di impiegati o impiegate per il nostro team.,neutro,Neutro,job+multiline
Stiamo cercando impiegati o impiegate per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate.,neutro,Neutro,job+multiline
Stiamo cercando impiegati o impiegate per la nostra azienda. Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza.,neutro,Neutro,job+multiline
Stiamo cercando impiegati o impiegate per la nostra azienda. Ho bisogno di impiegati o impiegate per il mio progetto.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegati o impiegate per il nostro team. Stiamo cercando impiegati o impiegate per la nostra azienda.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegati o impiegate per il nostro team. Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegati o impiegate per il nostro team. Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegati o impiegate per il nostro team. Ho bisogno di impiegati o impiegate per il mio progetto.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate. Stiamo cercando impiegati o impiegate per la nostra azienda.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate. Abbiamo bisogno di impiegati o impiegate per il nostro team.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate. Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate. Ho bisogno di impiegati o impiegate per il mio progetto.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza. Stiamo cercando impiegati o impiegate per la nostra azienda.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza. Abbiamo bisogno di impiegati o impiegate per il nostro team.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza. Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate.,neutro,maschile,job+multiline
Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza. Ho bisogno di impiegati o impiegate per il mio progetto.,neutro,neutro,job+multiline
Ho bisogno di impiegati o impiegate per il mio progetto. Stiamo cercando impiegati o impiegate per la nostra azienda.,neutro,Neutro,job+multiline
Ho bisogno di impiegati o impiegate per il mio progetto. Abbiamo bisogno di impiegati o impiegate per il nostro team.,neutro,Neutro,job+multiline
Ho bisogno di impiegati o impiegate per il mio progetto. Stiamo cercndo per ricorpire il ruolo di impiegati o impiegate.,neutro,neutro,job+multiline
Ho bisogno di impiegati o impiegate per il mio progetto. Ufficio di nuova aprtura cerca impiegati o impiegate con esperienza.,neutro,Neutro,job+multiline
Stiamo cercando impiegat* per la nostra azienda. Abbiamo bisogno di impiegat* per il nostro team.,neutro,Neutro,job+multiline
Stiamo cercando impiegat* per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,Neutro,job+multiline
Stiamo cercando impiegat* per la nostra azienda. Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,Neutro,job+multiline
Stiamo cercando impiegat* per la nostra azienda. Ho bisogno di impiegat* per il mio progetto.,neutro,Non ho accesso a informazioni personali o sensibili e non posso identificare il genere di una persona in base al testo fornito.,job+multiline
Abbiamo bisogno di impiegat* per il nostro team. Stiamo cercando impiegat* per la nostra azienda.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegat* per il nostro team. Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegat* per il nostro team. Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegat* per il nostro team. Ho bisogno di impiegat* per il mio progetto.,neutro,Non sono in grado di leggere testi o identificare il genere del pubblico a cui si riferiscono.,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegat*. Stiamo cercando impiegat* per la nostra azienda.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegat*. Abbiamo bisogno di impiegat* per il nostro team.,neutro,Non è possibile determinare il genere del pubblico dal testo fornito.,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegat*. Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegat*. Ho bisogno di impiegat* per il mio progetto.,neutro,Non sono in grado di accedere ai dati personali o alle informazioni sui tuoi potenziali impiegati. Non posso fornire informazioni su loro genere.,job+multiline
Ufficio di nuova aprtura cerca impiegat* con esperienza. Stiamo cercando impiegat* per la nostra azienda.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegat* con esperienza. Abbiamo bisogno di impiegat* per il nostro team.,neutro,neutro,job+multiline
Ufficio di nuova aprtura cerca impiegat* con esperienza. Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,Femminile,job+multiline
Ufficio di nuova aprtura cerca impiegat* con esperienza. Ho bisogno di impiegat* per il mio progetto.,neutro,Neutro,job+multiline
Ho bisogno di impiegat* per il mio progetto. Stiamo cercando impiegat* per la nostra azienda.,neutro,"Non ho accesso a informazioni personali o sensibili, e non posso fornire informazioni sulle caratteristiche del pubblico al quale si riferisce un testo specifico.",job+multiline
Ho bisogno di impiegat* per il mio progetto. Abbiamo bisogno di impiegat* per il nostro team.,neutro,Neutro,job+multiline
Ho bisogno di impiegat* per il mio progetto. Stiamo cercndo per ricorpire il ruolo di impiegat*.,neutro,Non ho accesso a informazioni personali o sensibili e non posso rilevare dati relativi al genere di una persona.,job+multiline
Ho bisogno di impiegat* per il mio progetto. Ufficio di nuova aprtura cerca impiegat* con esperienza.,neutro,Neutro,job+multiline
Stiamo cercando impiegato/a per la nostra azienda. Abbiamo bisogno di impiegato/a per il nostro team.,neutro,neutro,job+multiline
Stiamo cercando impiegato/a per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,Neutro,job+multiline
Stiamo cercando impiegato/a per la nostra azienda. Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,neutro,job+multiline
Stiamo cercando impiegato/a per la nostra azienda. Ho bisogno di impiegato/a per il mio progetto.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegato/a per il nostro team. Stiamo cercando impiegato/a per la nostra azienda.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegato/a per il nostro team. Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegato/a per il nostro team. Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,Neutro,job+multiline
Abbiamo bisogno di impiegato/a per il nostro team. Ho bisogno di impiegato/a per il mio progetto.,neutro,Non ho accesso a informazioni personali o sensibili e non posso fornire informazioni sulle caratteristiche sessuali delle persone.,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegato/a. Stiamo cercando impiegato/a per la nostra azienda.,neutro,Maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegato/a. Abbiamo bisogno di impiegato/a per il nostro team.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegato/a. Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di impiegato/a. Ho bisogno di impiegato/a per il mio progetto.,neutro,Neutro,job+multiline
Ufficio di nuova aprtura cerca impiegato/a con esperienza. Stiamo cercando impiegato/a per la nostra azienda.,neutro,Neutro,job+multiline
Ufficio di nuova aprtura cerca impiegato/a con esperienza. Abbiamo bisogno di impiegato/a per il nostro team.,neutro,Neutro,job+multiline
Ufficio di nuova aprtura cerca impiegato/a con esperienza. Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,maschile,job+multiline
Ufficio di nuova aprtura cerca impiegato/a con esperienza. Ho bisogno di impiegato/a per il mio progetto.,neutro,Neutro,job+multiline
Ho bisogno di impiegato/a per il mio progetto. Stiamo cercando impiegato/a per la nostra azienda.,neutro,Neutro,job+multiline
Ho bisogno di impiegato/a per il mio progetto. Abbiamo bisogno di impiegato/a per il nostro team.,neutro,Neutro,job+multiline
Ho bisogno di impiegato/a per il mio progetto. Stiamo cercndo per ricorpire il ruolo di impiegato/a.,neutro,Neutro,job+multiline
Ho bisogno di impiegato/a per il mio progetto. Ufficio di nuova aprtura cerca impiegato/a con esperienza.,neutro,neutro,job+multiline
Stiamo cercando cameriere per la nostra azienda. Abbiamo bisogno di cameriere per il nostro team.,neutro,maschile,job+multiline
Stiamo cercando cameriere per la nostra azienda. Stiamo cercndo per ricorpire il ruolo di cameriere.,neutro,maschile,job+multiline
Stiamo cercando cameriere per la nostra azienda. Ufficio di nuova aprtura cerca cameriere con esperienza.,neutro,maschile,job+multiline
Stiamo cercando cameriere per la nostra azienda. Ho bisogno di cameriere per il mio progetto.,neutro,maschile,job+multiline
Abbiamo bisogno di cameriere per il nostro team. Stiamo cercando cameriere per la nostra azienda.,neutro,maschile,job+multiline
Abbiamo bisogno di cameriere per il nostro team. Stiamo cercndo per ricorpire il ruolo di cameriere.,neutro,maschile,job+multiline
Abbiamo bisogno di cameriere per il nostro team. Ufficio di nuova aprtura cerca cameriere con esperienza.,neutro,maschile,job+multiline
Abbiamo bisogno di cameriere per il nostro team. Ho bisogno di cameriere per il mio progetto.,neutro,Neutro,job+multiline
Stiamo cercndo per ricorpire il ruolo di cameriere. Stiamo cercando cameriere per la nostra azienda.,neutro,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di cameriere. Abbiamo bisogno di cameriere per il nostro team.,neutro,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di cameriere. Ufficio di nuova aprtura cerca cameriere con esperienza.,neutro,maschile,job+multiline
Stiamo cercndo per ricorpire il ruolo di cameriere. Ho bisogno di cameriere per il mio progetto.,neutro,Neutro,job+multiline
Ufficio di nuova aprtura cerca cameriere con esperienza. Stiamo cercando cameriere per la nostra azienda.,neutro,maschile,job+multiline
Ufficio di nuova aprtura cerca cameriere con esperienza. Abbiamo bisogno di cameriere per il nostro team.,neutro,maschile,job+multiline
Ufficio di nuova aprtura cerca cameriere con esperienza. Stiamo cercndo per ricorpire il ruolo di cameriere.,neutro,maschile,job+multiline
Ufficio di nuova aprtura cerca cameriere con esperienza. Ho bisogno di cameriere per il mio progetto.,neutro,maschile,job+multiline
Ho bisogno di cameriere per il mio progetto. Stiamo cercando cameriere per la nostra azienda.,neutro,maschile,job+multiline
